NAME,ADDRESS,CITY,STATE,ZIP,PHONE,URL,Cuisines,Rating
Mo's Bagels,2772 NE 187th St,Miami,FL,33180,(305) 936-8555,mosbagels.com,Bagel,1
Mo's Bagels INC,2772 NE 187TH St,Miami,FL,33180,(305) 936-8555,mosbagelsinc.com,Deli ,2
Mo's Crab Heaven,475 E Merritt Island Cswy,Merritt Island,FL,32952,(321) 449-1233,moscrabheaven.com,Seafood,2
Mo's Restaurant,1116 White St,Key West,FL,33040,,mosrestaurant.com,American,5
Mobil at the Falls,8890 Southwest 136th Street,Miami,FL,33176,(305)238-7177,mobilatthefalls.com,Truck Stops,1
Mobil Oil,5960 South Military Trail,Lake Worth,FL,33463,(561)296-0748,mobiloil.com,Truck Stops,3
Modelo Take Out,4488 E 10TH Ct,Hialeah,FL,33013,(305) 687-1640,modelotakeout.com,Deli,4
Moe Winer's Sandwich Shops,417 S 21ST Ave,Hollywood,FL,33020,(954) 920-8361,moewinerssandwichshops.com,Soups ,2
Moe's Southwest Grill,2679 Gulf To Bay Blvd # 590,Clearwater,FL,33759,,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,985 Highway 98 E # D,Destin,FL,32541,(850) 650-6639,moessouthwestgrill.com,Italian,2
Moe's Southwest Grill,9960 Southside Blvd,Jacksonville,FL,32256,,moessouthwestgrill.com,Italian,4
Moe's Southwest Grill,445 State Road 13 # 1,Jacksonville,FL,32259,(904) 287-2464,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,2400 3rd St S # 107,Jacksonville Bch,FL,32250,(904) 249-3254,moessouthwestgrill.com,Italian,2
Moe's Southwest Grill,11140 Starkey Rd,Largo,FL,33773,,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,7720 W Commercial Blvd,Lauderhill,FL,33351,(954) 572-1865,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,423 Mary Esther Blvd,Mary Esther,FL,32569,,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,229 SW 8th St,Miami,FL,33130,,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,2604 SW 19th Avenue Rd,Ocala,FL,34474,,moessouthwestgrill.com,Italian,4
Moe's Southwest Grill,4650 N Alafaya Trl,Orlando,FL,32826,,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,7541 W Sand Lake Rd,Orlando,FL,32819,(407) 264-9903,moessouthwestgrill.com,Southwestern ,1
Moe's Southwest Grill,7332 W Colonial Dr,Orlando,FL,32818,(407) 296-8233,moessouthwestgrill.com,Italian,2
Moe's Southwest Grill,1000 E 23rd St,Panama City,FL,32405,(850) 522-8605,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,3499 Thomasville Rd,Tallahassee,FL,32309,,moessouthwestgrill.com,Italian,3
Moe's Southwest Grill,2400 W Commercial Blvd,Tamarac,FL,33309,(954) 676-5550,moessouthwestgrill.com,Italian,5
Moe's Southwest Grill,17509 Bruce B Downs Blvd,Tampa,FL,33647,,moessouthwestgrill.com,Italian,4
Moe's Southwest Grill,4614 W Boy Scout Blvd,Tampa,FL,33607,(813) 289-6637,moessouthwestgrill.com,Italian,1
Moe's Southwest Grill,10200 W Forest Hill Blvd # 150,Wellington,FL,33414,,moessouthwestgrill.com,Italian,4
Moe's Southwest Grill,847 S Orlando Ave,Winter Park,FL,32789,(407) 629-4550,moessouthwestgrill.com,Italian,1
Moe's Southwest Grill,1326 Town Center Dr,Lakeland,FL,33803,(863) 616-9700,moessouthwestgrill.com,Italian,1
Moe's Southwest Grill,3945 Us-98 N,Lakeland,FL,33809,(863) 853-2501,moessouthwestgrill.com,Italian,2
Moe's Southwest Grill Clbrtn,19 Blake Blvd,Kissimmee,FL,34747,(321) 939-2459,moessouthwestgrillclbrtn.com,Italian,4
Moes Southwest Grill,10660 NW 19th St,Doral,FL,33172,(786) 336-0886,moessouthwestgrill.com,Italian,1
Moes Southwest Grill,9700 Deer Lake Ct,Jacksonville,FL,32246,(904) 620-8434,moessouthwestgrill.com,Italian,3
Mofoclothes gold grill pro,po box,Hialeah,FL,33016,(305) 206-1403,mofoclothesgoldgrillpro.com,Italian,1
Mojaeaux Bar   Steaks,215 E Main St,Lakeland,FL,33801,(863) 616-9966,mojaeauxbarsteaks.com,Steak,4
Mojito Grill,160 Morningside Drive,Miami,FL,33133,(305) 665-0884,mojitogrill.com,Italian,5
Mojito Grill,7318 Red Rd.,Miami,FL,33143,(305) 661-3663,mojitogrill.com,Cuban ,3
Mojito Grill,7318 SW 57TH Ave,South Miami,FL,33143,(305) 661-3663,mojitogrill.com,Italian,3
Mojito Room,136 Collins Ave,Miami Beach,FL,33139,(305) 531-2345,mojitoroom.com,,4
Mojitos Cuban Cuisine,11401 NW 12th St,Miami,FL,33172,(305) 406-1002,mojitoscubancuisine.com,Latin American ,1
Mojo's Cafe,773 N COURTENAY PKWY,Merritt Island,FL,32953,(321) 449-9748,mojoscafe.com,FastFood      ,4
Mojo's South FL Bar   Grill,1579 S University Dr,Plantation,FL,33324,(954) 452-5988,mojossouthflbargrill.com,Bar   Grill ,1
Molina's Ranch Restaurant,4100 E 8TH Ave,Hialeah,FL,33013,(305) 687-0008,molinasranchrestaurant.com,American,2
Molina's Ranch Restaurants,11995 SW 26TH St,Miami,FL,33175,(305) 207-8600,molinasranchrestaurants.com,American,1
molinasranchrestaurant.com,16370 NW 88 Path,Hialeah,FL,33017,(786) 639-0231,molinasranchrestaurant.com.com,American,3
Molino's Ristorante,26999 S Bay Dr  #159,Bonita Springs,FL,34134,(239) 992-7025,molinosristorante.com,,5
Molly Goodheads INC,400 Orange Ave,Ozona,FL,34660,(727) 786-6255,mollygoodheadsinc.com,Seafood ,3
Molly Goodheads Raw Bar,400 E Orange St,Tarpon Springs,FL,34689,(727) 786-6255,mollygoodheadsrawbar.com,Bar   Grill ,4
Molly Maguires Lounge,5431 Spring Hill Dr,Spring Hill,FL,34606,(352) 686-6565,mollymaguireslounge.com,Bar   Grill ,1
Molly Malones of MT Dora,421 N Baker St,Mt Dora,FL,32757,(352) 735-7755,mollymalonesofmtdora.com,,5
Molly Mc Hughes Irish Pub,111 S Kentucky Ave,Lakeland,FL,33801,(863) 686-6231,mollymchughesirishpub.com,Irish ,1
Molly McGees Deli   Minimart,8511 E Gulf to Lake Hwy,Inverness,FL,34450,(352) 726-8119,mollymcgeesdeliminimart.com,Deli,3
Molly's Bar,19575 State Rd 7,Boca Raton,FL,33498,(561) 487-6934,mollysbar.com,Bar   Grill ,1
Molly's Cafe,1728 South Nova Road,Daytona Beach,FL,32119,(386)760-3948,mollyscafe.com,Breakfast   Brunch ,2
Molly's Cafe,1728 S Nova Rd,South Daytona,FL,32119,(386) 760-3948,mollyscafe.com,Burger Coffee,3
Molly's Place,615 9TH St N,St Petersburg,FL,33701,(727) 823-1654,mollysplace.com,,4
MOM   Dad's Italian Restaurant,304 S US Hwy 441,Lady Lake,FL,32159,(352) 753-2722,momdadsitalianrestaurant.com,Italian    Pizza ,5
Mom   Dad's Italian Restaurant,304 US-441,Lady Lake,FL,32159,(352) 753-2722,momdadsitalianrestaurant.com,Pizza,4
MOM   Pop's Deli,501 1ST Ave SW,Largo,FL,33770,(727) 585-0777,mompopsdeli.com,Deli ,2
MOM   Pop's Place,404 Eaker St,Auburndale,FL,33823,(863) 965-9018,mompopsplace.com,Deli ,5
MOM   POPS Deli,11451 Bellamy Brothers Blvd,Dade City,FL,33525,(352) 588-5280,mompopsdeli.com,Deli Sandwich,3
Mom's Amish Country Cooking,1247 Beneva Rd,Sarasota,FL,34232,(941) 954-4287,momsamishcountrycooking.com,American ,4
Mom's Coffee Shop,10641 N Kendall Dr,Miami,FL,33176,(305) 595-8614,momscoffeeshop.com,Deli ,3
Mom's Country Kitchen,2323 E. Irlo Bronson Hwy.,Kissimmee,FL,34744,(407) 994-1310,momscountrykitchen.com, ,1
Mom's Diner,2651 N Orange Blossom Trl,Apopka,FL,32703,(407) 880-3337,momsdiner.com,,4
Mom's Home Cooking,2124 Tyler St,Hollywood,FL,33020,(954) 927-7755,momshomecooking.com,,5
Mom's Home Cooking,1201 N Dixie Fwy,New Smyrna Beach,FL,32168,(386) 423-5660,momshomecooking.com,,4
Mom's Kitchen,1940 NE 45TH St,Oakland Park,FL,33308,(954) 776-7292,momskitchen.com,,1
Mom's Kitchen,909 S Parrott Ave,Okeechobee,FL,34974,,momskitchen.com,,3
Mom's Kitchen,646 W Washington St,Orlando,FL,32801,(407) 481-9030,momskitchen.com,,5
Mom's Kitchen,7478 Lake Worth Rd,Wellington,FL,33467,(561) 964-8692,momskitchen.com,,1
Mom's New York Pizzas,1059 Collins Ave Ste 106,Miami Beach,FL,33139,(305) 531-3677,momsnewyorkpizzas.com,Pizza ,5
Mom's Place,4816 N Dale Mabry Hwy,Tampa,FL,33614,(813) 875-2670,momsplace.com,American    Greek ,1
Mom's Soul Food,1807 NW 79TH St,Miami,FL,33147,(305) 693-1929,momssoulfood.com,Southern   Soul ,3
Mom's Sports Bar,733 W Bridgers Ave,Auburndale,FL,33823,(863) 965-9399,momssportsbar.com,Bar   Grill ,1
Momma's Kitchen,5524 S Dale Mabry Hwy,Tampa,FL,33611,(813) 831-6400,mommaskitchen.com,,5
Momo Japanese Restaurant,110 S Semoran Blvd,Winter Park,FL,32792,(407) 677-5800,momojapaneserestaurant.com,Japanese ,5
Momo's Pizza,1416 W Tennessee St,Tallahassee,FL,32304,(850) 224-9808,momospizza.com,Pizza,4
Moms Amish Country Cooking,1247 Beneva Rd,Sarasota,FL,34232,(941)954-4287,momsamishcountrycooking.com,Home Cooking ,3
Moms Best Desserts,4949 International Dr Ste Fc1,Orlando,FL,32819,(407) 351-4744,momsbestdesserts.com,,4
Mon Delice,730 E 3RD Ave,New Smyrna Beach,FL,32169,(386) 427-6555,mondelice.com,Deli,1
Mon Etoile Restaurant,13731 NW 7TH Ave,Miami,FL,33168,(305) 681-1252,monetoilerestaurant.com,American,1
Mon Pere Et Moi,3534 Maclay Blvd S,Tallahassee,FL,32312,(850) 523-7896,monpereetmoi.com,,1
Mon Petit Liquors,3198 NW 7TH St,Miami,FL,33125,(305) 541-2464,monpetitliquors.com,,5
Mona Lisa Italian Restaurant,4989 Ringwood Mdws,Sarasota,FL,34235,(941) 377-6562,monalisaitalianrestaurant.com,Italian ,5
Mona Lisa Italian Restaurant,7091 College Pky,Fort Myers,FL,33907,(239) 939-5344,monalisaitalianrestaurant.com,Italian,1
Mona Lisa Pizzeria   Sub Shop,4751 SW 8TH St,Coral Gables,FL,33134,(305) 445-7500,monalisapizzeriasubshop.com,Pizza ,3
Mona Lisa Restaurant,135 west Jessup ave,Longwood,FL,32750,(407) 265-8246,monalisarestaurant.com,Italian ,2
Mona Lisa Restaurant,135 W Jessup Ave,Longwood,FL,32750,(407) 265-8246,monalisarestaurant.com,Italian ,5
Mona Restaurant Bar   Dancing,3110 NW 2ND Ave,Miami,FL,33127,(305) 576-9883,monarestaurantbardancing.com,Bar   Grill ,4
Monarca,418 Ariana Ave,Auburndale,FL,33823,(863) 967-7224,monarca.com,,5
Monas,502 E Sunrise Blvd,Fort Lauderdale,FL,33304,(954) 525-6662,monas.com,,5
Moncheese Pizza Corporation,9459 Harding Ave,Surfside,FL,33154,(305) 868-6499,moncheesepizzacorporation.com,Pizza ,5
MONDLIN; KENNETH,4149 burns rd,Palm Beach Gardens,FL,33410,(561) 881-5200,mondlin;kenneth.com,,4
Mondo Panne Corporation,8635 NW 68TH St,Miami,FL,33166,(305) 594-2850,mondopannecorporation.com,,5
Mondongo's Restaurant,10200 NW 25TH St Ste 101,Doral,FL,33172,(305) 718-4977,mondongosrestaurant.com,Mexican ,4
Monet Cafe,7040 W Palmetto Park Rd,Boca Raton,FL,33433,(561) 368-1740,monetcafe.com,Burger Coffee,1
Mongolia Wok Chinese Takeout,1403 Lyons Rd,Coconut Creek,FL,33063,(954) 956-0035,mongoliawokchinesetakeout.com,Chinese,2
Moniq's,311 Gulf Blvd,Indian Rocks Bch,FL,33785,(727) 595-5717,moniqs.com,,4
Monk's Steamer Bar Incorporated,6690 Superior Ave,Sarasota,FL,34231,(941) 927-3388,monkssteamerbarincorporated.com,Bar   Grill ,4
Monk's Vineyard Restaurant,56 Saint George St,St Augustine,FL,32084,,monksvineyardrestaurant.com,American,5
Mons Venus,2040 N Dale Mabry Hwy,Tampa,FL,33607,(813) 875-2762,monsvenus.com,,5
Monstah Lobstah,3409 W Bay To Bay Blvd,Tampa,FL,33629,(813) 837-0800,monstahlobstah.com,,2
Monster Slice Pizzeria Sports,6305 Gulf Blvd,St Pete Beach,FL,33706,(727) 367-4001,monsterslicepizzeriasports.com,Pizza,5
Monster Subs,1978 E Sunrise Blvd,Fort Lauderdale,FL,33304,(954) 463-7997,monstersubs.com,Deli ,4
Monster Subs,1750 W Oakland Park Blvd,Oakland Park,FL,33311,(954) 739-4546,monstersubs.com,Soups ,5
Monster Subs,31483 Us Hwy 19 N,Palm Harbor,FL,34684,(727) 787-7500,monstersubs.com,Deli ,4
Monte Adentro,4030 NW 2ND Ave,Miami,FL,33127,(305) 573-5171,monteadentro.com,,4
Monte Carlo French Restaurant,4311 W. North A St. Apt 201,Tampa,FL,33609,(813) 879-6245,montecarlofrenchrestaurant.com,American,2
Monte Cristo Family,1617 Main St,Dunedin,FL,34698,(727) 733-6453,montecristofamily.com,,3
Montee's Sports Pub,1213 W Waters Ave,Tampa,FL,33604,(813) 932-4487,monteessportspub.com,Bar   Grill ,5
Montego Bay Jerk Center,4395 N State Road 7,Lauderdale Lakes,FL,33319,(954) 731-9224,montegobayjerkcenter.com,,3
Montego Bay Seafood House,4920 Thomas Dr,Panama City,FL,32408,,montegobayseafoodhouse.com,Seafood ,5
Montego Restaurant,1600 E Hillsboro Blvd,Deerfield Beach,FL,33441,(954) 946-3931,montegorestaurant.com,American,1
Monterey Deli   Pub,1515 Main St,Sarasota,FL,34236,(941) 366-9788,montereydelipub.com,Deli,2
Montes DE OCA,5241 SW 8TH St,Coral Gables,FL,33134,(305) 567-0306,montesdeoca.com,Pizza ,5
Montes DE OCA,1740 Palm Ave,Hialeah,FL,33010,(305) 885-9207,montesdeoca.com,Pizza ,5
Montes DE OCA Original Pizza,1258 W 44TH Pl,Hialeah,FL,33012,(305) 820-9679,montesdeocaoriginalpizza.com,Pizza ,4
Montes DE OCA Original Pizza,11500 Biscayne Blvd,Miami,FL,33181,(305) 892-7445,montesdeocaoriginalpizza.com,Pizza ,5
Montes DE OCA Pizza Cubana,4360 NW 7TH St,Miami,FL,33126,(305) 444-9112,montesdeocapizzacubana.com,Pizza ,1
Montes Group Incorporated,8422 SW 137TH St,Palmetto Bay,FL,33158,(305) 259-7187,montesgroupincorporated.com,,3
Montgomery Consulting,2127 Old Bainbridge Road,Tallahassee,FL,32303,(850) 298-4324,montgomeryconsulting.com,,1
Monti's Pizzeria Italian,2973 W Commercial Blvd,Fort Lauderdale,FL,33309,(954) 485-5155,montispizzeriaitalian.com,Italian    Pizza ,2
Monticello's Pizza,31150 Cortez Blvd,Brooksville,FL,34602,(352) 799-3787,monticellospizza.com,Pizza ,1
Monty's Conch Harbor,9101 International Dr,Orlando,FL,32819,(407) 354-1122,montysconchharbor.com,Seafood ,2
Monty's Pizza,8386 Market St,Bradenton,FL,34202,(941) 907-2888,montyspizza.com,Pizza ,4
Monty's Pizza,2170 Nursery Rd,Clearwater,FL,33764,(727) 530-9731,montyspizza.com,Pizza ,5
Monty's Raw Bar,2550 S Bayshore Dr,Miami,FL,33133,(305) 856-3992,montysrawbar.com,Seafood ,2
Monty's Raw Bar,300 Alton Rd,Miami Beach,FL,33139,(305) 672-1148,montysrawbar.com,Seafood ,1
Monty's Seafood Restaurant,2550 S Bayshore Dr,Miami,FL,33133,(305) 285-4273,montysseafoodrestaurant.com,Seafood ,1
Montys Raw Bar,300 Alton Road,Miami Beach,FL,33139,(305)672-1148,montysrawbar.com,Raw Bar ,3
Montys Restaurant   Pizzeria,2515 Tamiami Trl,Punta Gorda,FL,33950,(941) 637-0008,montysrestaurantpizzeria.com,Pizza,2
Montys Sales Office,300 Alton Road,Miami Beach,FL,33139,(305)673-8168,montyssalesoffice.com,Raw Bar ,2
Moon Dance,1825 GRIFFIN RD,Dania,FL,33004,(954) 920-3500,moondance.com,American ,4
Moon Fish,7525 W Sand Lake Rd,Orlando,FL,32819,(407) 363-7262,moonfish.com,Seafood ,3
Moon Lake Grill,10008 Moon Lake Rd,New Port Richey,FL,34654,(727) 856-7474,moonlakegrill.com,Bar   Grill ,1
Moon Light Drive In,1515 S Washington Ave,Titusville,FL,32780,(321) 267-8222,moonlightdrivein.com,,4
Moon River Pizza,1176 Edgewood Ave S  #2,Jacksonville,FL,32205,(904) 389-4442,moonriverpizza.com,Pizza,4
Moon Thai   Japanese,1118 S Dixie Hwy,Coral Gables,FL,33146,,moonthaijapanese.com,Thai,4
Moon Thai   Japanese,9637 Westview Dr,Coral Springs,FL,33076,(954) 752-4899,moonthaijapanese.com,Thai,3
Moon Thai   Japanese Cuisine,1118 S Dixie Hwy,Coral Gables,FL,33146,(305) 668-9890,moonthaijapanesecuisine.com,Japanese    Sushi    Thai ,1
Moon Thai   Japanese Incorporated,2818 Weston Rd,Weston,FL,33331,(954) 384-7275,moonthaijapaneseincorporated.com,Thai,1
Moon Thai   Japanese Restaurant,9637 Westview Drive,Coral Springs,FL,33076,(954)752-4899,moonthaijapaneserestaurant.com,Thai,4
Moon Thai   Japanese Restaurant,9637 Westview Dr,Pompano Beach,FL,33076,(954) 752-4899,moonthaijapaneserestaurant.com,Thai,5
Moon Under Water,332 Beach Dr NE,St Petersburg,FL,33701,(727) 896-6160,moonunderwater.com,English    Indian    Irish ,4
Moon's Subs,204 S Sanford Ave,Sanford,FL,32771,(407) 322-6237,moonssubs.com,Deli ,1
Moonbeams Steak House   Pub,301 Buenaventura Blvd,Kissimmee,FL,34743,(407) 348-3122,moonbeamssteakhousepub.com,Steak,5
Moonfish,7525 W Sand Lake Rd,Orlando,FL,32819,(407) 363-7262,moonfish.com,Seafood,2
Moonlite Diner,6201 N Andrews Ave,Fort Lauderdale,FL,33309,(954) 938-1116,moonlitediner.com,,4
Moonlite Diner,3500 Oakwood Blvd,Hollywood,FL,33020,(954) 924-2012,moonlitediner.com,,5
Moore's Restaurant,5890 Norwood Ave,Jacksonville,FL,32208,,mooresrestaurant.com,American,2
Moore's Stone Crab Restaurant,800 Broadway St,Longboat Key,FL,34228,(941) 383-7796,mooresstonecrabrestaurant.com,Seafood,5
Moose Lodge Cafe,2305 Havendale Blvd NW,Winter Haven,FL,33881,(863) 291-0337,mooselodgecafe.com,Coffee  Beverage,1
Moquila,88 Plaza Real S,Boca Raton,FL,33432,(561) 394-9990,moquila.com,,5
Morae's Cafe,1441 E Fletcher Ave Ste 123,Tampa,FL,33612,(813) 977-6018,moraescafe.com,Greek    Middle Eastern ,5
More Than Sub,1121 Holland Dr Ste 21,Boca Raton,FL,33487,(561) 998-8878,morethansub.com,,5
Morels Restaurant,3809 S Tuttle Ave,Sarasota,FL,34239,(941) 927-8716,morelsrestaurant.com,American,2
Moretti's Seafood Restaurant,4200 Pine Island Rd NW,Matlacha,FL,33993,(239) 283-5825,morettisseafoodrestaurant.com,Seafood ,2
Morgan House,1415 Dean St,Fort Myers,FL,33901,,morganhouse.com,,5
Morning Grind,9860 W Sample Rd,Coral Springs,FL,33065,(954) 752-2123,morninggrind.com,Italian,4
Moroccan Nights,9555 Harding Ave,Surfside,FL,33154,(705) 865-5333,moroccannights.com,,5
MORRISON PARTNERS,1236 S OCEAN DRIVE,Fort Lauderdale,FL,33316,(954) 524-5169,morrisonpartners.com,,2
Morrison's Cafeteria,3831 W Vine St,Kissimmee,FL,34741,(407) 846-6011,morrisonscafeteria.com,Burger Coffee,4
Morro Castle,1201 W 44TH Pl,Hialeah,FL,33012,(305) 556-4252,morrocastle.com,,5
Morro Castle,2500 NW 7TH St,Miami,FL,33125,(305) 642-4747,morrocastle.com,,3
Morton's    The Steakhouse - Boca Raton,5050 Town Center Circle,Boca Raton,FL,33486,(561) 392-7724,mortonsthesteakhousebocaraton.com,Steak,2
Morton's    The Steakhouse - Miami,1200 Brickell Avenue,Miami,FL,33131,(305) 400-9990,mortonsthesteakhousemiami.com,Steakhouse ,1
Morton's    The Steakhouse - Orlando,7600 Dr. Phillips Boulevard,Orlando,FL,32819,(407) 248-3485,mortonsthesteakhouseorlando.com,Steakhouse ,3
Morton's - The Steakhouse,17399 Biscayne Blvd,Aventura,FL,33160,(305) 945-3131,mortonsthesteakhouse.com,Steakhouse ,3
Morton's - The Steakhouse,5050 Town Ctr Cir,Boca Raton,FL,33486,(561) 392-7724,mortonsthesteakhouse.com,Steakhouse ,4
Morton's - The Steakhouse,1200 Brickell Ave Ste 1,Miami,FL,33131,(305) 400-9990,mortonsthesteakhouse.com,Steakhouse ,2
Morton's - The Steakhouse,7600 Dr Phillips Blvd Ste 132,Orlando,FL,32819,(407) 248-3485,mortonsthesteakhouse.com,Steakhouse ,3
Morton's the Steakhouse,500 E Broward Blvd,Fort Lauderdale,FL,33301,(954) 467-9720,mortonsthesteakhouse.com,Steak,2
Morton's the Steakhouse,777 S Flagler Dr,West Palm Beach,FL,33401,(561) 835-9664,mortonsthesteakhouse.com,Steak,4
Morton's The Steakhouse ,17399 Biscayne Blvd.,Miami,FL,33160,(305) 945-3131,mortonsthesteakhouse.com,American,3
Mosaica,2020 Hollywood Boulevard,Hollywood,FL,33020,(954) 923-7006,mosaica.com,,4
Moses Cuban Sandwiches,5425 S Orange Blossom Trl,Orlando,FL,32839,(407) 251-5999,mosescubansandwiches.com,Deli ,5
Moshi Moshi,1448 Washington Ave,Miami Beach,FL,33139,(305) 531-4520,moshimoshi.com,,3
Mosquito Cove Bar,3400 S Atlantic Ave,Daytona Beach,FL,32118,(386) 760-2521,mosquitocovebar.com,Bar   Grill ,4
Mossfire Grill,1537 Margaret St,Jacksonville,FL,32204,(904) 355-4434,mossfiregrill.com,Bar   Grill ,4
Mother's Homemade Sandwiches,147 SE 1ST Ave,Boca Raton,FL,33432,(561) 447-9970,mothershomemadesandwiches.com,Soups ,4
Mother's Milk Coffeehouse   Music Hall,1300 N Fort Harrison Avenue,Clearwater,FL,33755,(727) 447-5282,mothersmilkcoffeehousemusichall.com,Coffee  Beverage,3
Mother's Pub,762 Golfview Blvd,Pompano Beach,FL,33069,(954) 979-9747,motherspub.com,Bar   Grill ,5
Motorworks Incorporated,400 Sansu Ct,Longwood,FL,32750,(407) 696-4442,motorworksincorporated.com,,4
Motown Cafe,1000 Universal Studios Plaza,Orlando,FL,32819,(407) 224-2500,motowncafe.com,Coffee  Beverage,2
Mott   Hester Deli CO,1155 S Dale Mabry Hwy Ste 10,Tampa,FL,33629,(813) 289-9758,motthesterdelico.com,Deli ,3
Mott   Hester Deli Company,1155 S Dale Mabry Hwy  #10,Tampa,FL,33629,(813) 289-9758,motthesterdelicompany.com,Deli,2
Mott Street Chinese Restaurant,1295 E Hallandale Beach Blvd,Hallandale Beach,FL,33009,(954) 456-7555,mottstreetchineserestaurant.com,Chinese,3
Mott Street Chinese Restaurant,1295 E Hallandale Beach Blvd,Hallandale,FL,33009,(954) 456-7555,mottstreetchineserestaurant.com,Chinese,3
Moulinrouge,9869 SW 72ND St,Miami,FL,33173,(305) 598-6404,moulinrouge.com,,1
Mountains Deli,2420 N Federal Hwy,Lighthouse Pt,FL,33064,(954) 784-5554,mountainsdeli.com,Deli ,1
Mouse Trap Lounge,123 S Hyde Park Ave,Tampa,FL,33606,(813) 253-0955,mousetraplounge.com,Bar   Grill ,1
Moutains Deli,2420 North Federal HWY,Pompano Beach,FL,33063,(954) 784-5554,moutainsdeli.com,Deli,3
Movies 8,2810 Sharer 31,Tallahassee,FL,32312,(850)422-0050,movies8.com,Dinner Theater ,1
Mowry Juice Bar   Deli,104 W Mowry Dr,Homestead,FL,33030,(305) 242-4131,mowryjuicebardeli.com,Deli  Pizza  FastFood ,1
Mowry's Restaurant,328 W Mowry Dr,Homestead,FL,33030,(305) 242-0322,mowrysrestaurant.com,American,3
Moxie Java,819 Rinehart Rd,Lake Mary,FL,32746,(407) 328-8083,moxiejava.com,Coffee   Diners ,4
Moxie's Cafe   Deli,4329 W Kennedy Blvd,Tampa,FL,33609,(813) 639-0111,moxiescafedeli.com,Deli ,3
Moxie's Cafe Coffee Bar Caterer,4329 W Kennedy Blvd,Tampa,FL,33609,(813) 639-0111,moxiescafecoffeebarcaterer.com,Coffee  Beverage,1
Moxies Too Cafe   Deli,5925 Benjamin Ctr Dr,Tampa,FL,33634,(813) 882-4499,moxiestoocafedeli.com,Deli ,5
Mozart,10242 NW 47TH St Ste 28,Sunrise,FL,33351,(954) 746-1919,mozart.com,Bakeries ,2
Mozart Cafe,6754 4TH St N,St Petersburg,FL,33702,(727) 521-1333,mozartcafe.com,Bakeries ,2
Mozartstube Restaurant,325 Alcazar,Miami,FL,33133,(305) 446-1600,mozartstuberestaurant.com,American,3
Mr Arepa,5715 Hollywood Blvd,Hollywood,FL,33021,(954) 518-0950,mrarepa.com,,2
Mr B's Pizza   Wings,1480south S Ridgewood Ave,Deland,FL,923,(386) 252-9992,mrbspizzawings.com,Pizza,2
Mr Big's 19th Hole,3877 Clark Rd,Sarasota,FL,34233,(941) 927-1888,mrbigs19thhole.com,,1
Mr Bill's Bar   Grill,2924 5TH Ave N,St Petersburg,FL,33713,(727) 321-0088,mrbillsbargrill.com,Bar   Grill ,2
Mr Bill's Donuts,138 N Woodland Blvd,Deland,FL,32720,(386) 943-8616,mrbillsdonuts.com,Bar   Grill ,4
Mr Bones BBQ,3007 Gulf Dr,Holmes Beach,FL,34217,(941) 778-6614,mrbonesbbq.com,Barbecue ,5
Mr Bread,3800 SE Dixie Hwy,Stuart,FL,34997,(772) 286-0204,mrbread.com,Bakery,2
Mr Chan Asian Cuisine,13947 Beach Blvd  #110,Jacksonville,FL,32224,(904) 992-1388,mrchanasiancuisine.com,Asian ,5
Mr Chang's,12516 W Sunrise Blvd,Sunrise,FL,33323,(954) 851-0851,mrchangs.com,Chinese,1
Mr Cheesecake,1128 30TH Ave W,Bradenton,FL,34205,(941) 747-5955,mrcheesecake.com,Desserts ,1
Mr Chen's Hunan Palace,5130 Linton Blvd Ste E1,Delray Beach,FL,33484,(561) 498-4703,mrchenshunanpalace.com,Chinese,2
Mr D's Pizza   Subs,4260 Peters Rd,Plantation,FL,33317,(954) 581-0373,mrdspizzasubs.com,Deli    Pizza ,3
Mr Deli,1345 S Military Trl,Deerfield Beach,FL,33442,(954) 428-1290,mrdeli.com,Deli ,4
Mr Deli,8944 SW 40TH St,Miami,FL,33165,(305) 553-3354,mrdeli.com,Deli  Pizza  FastFood ,5
Mr Dunderbak's,1700 W International Speedway,Daytona Beach,FL,32114,(386) 258-1600,mrdunderbaks.com,Deli ,1
Mr Dunderbaks,2222 University Sq Mall #b,Tampa,FL,33612,(813) 977-4104,mrdunderbaks.com,Deli ,1
Mr Eat,10720 SW 113TH Pl,Miami,FL,33176,(305) 274-6669,mreat.com,,5
Mr Empanada,4836 N Armenia Ave,Tampa,FL,33603,(813)879-6232,mrempanada.com,Spanish ,3
Mr G's Italian Restaurant,207 N State Rd 7,Margate,FL,33063,(954) 972-2230,mrgsitalianrestaurant.com,Italian ,5
Mr Goodburger Family Restaurant,840 N Main St Ste 100,Bushnell,FL,33513,(352) 793-8582,mrgoodburgerfamilyrestaurant.com,Burger  FastFood ,5
Mr Goodcents Subs   Pastas,1808 W Internatl Speedway #501,Daytona Beach,FL,32114,(386) 238-2368,mrgoodcentssubspastas.com,Deli    Pizza ,1
